name;frameTime;pcm_fftMag_mfcc[0];pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_fftMag_mfcc_de[0];pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_fftMag_mfcc_de_de[0];pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12]
'unknown';0.000000;7.613376e+00;1.702521e+01;2.126934e+01;3.993579e+00;6.704309e+00;2.889108e+00;-5.193591e+00;-1.124722e+01;-7.261231e+00;1.882329e+00;4.513761e+00;-5.385643e+00;1.130965e+02;2.492309e-02;7.950676e-01;-8.841270e-01;-1.868531e+00;1.856449e+00;1.793695e+00;9.293125e-01;2.656696e+00;1.938406e+00;-5.360296e-01;-4.949630e-01;4.166704e-01;-2.498665e-01;-1.131927e-01;-1.753193e-01;-6.129386e-02;2.644765e-01;-3.899885e-01;5.245208e-02;-4.406807e-01;-2.764774e-01;2.183959e-01;5.220007e-01;-2.094822e-01;-5.697791e-02;-3.762718e-02
'unknown';0.010000;7.788576e+00;1.910366e+01;1.951261e+01;2.314868e+00;1.324753e+01;1.023427e+01;5.464838e+00;3.832238e+00;-2.882320e+00;5.389910e+00;7.125059e+00;1.703397e+00;1.122400e+02;-2.765681e-01;2.532799e-01;-8.338678e-01;-2.460935e+00;1.165912e+00;1.491276e+00;3.711461e-01;3.500807e+00;4.030684e+00;1.561867e+00;-1.081584e+00;-1.026762e+00;-3.627152e-01;-1.236583e-01;-3.018458e-01;1.144481e-01;6.646928e-01;-9.973313e-01;-7.292733e-02;-4.118988e-01;-1.117431e+00;-4.287143e-01;8.148063e-01;1.138175e-01;9.314638e-02;-1.509742e-02
'unknown';0.020000;7.650392e+00;1.996132e+01;1.772706e+01;-4.509719e+00;1.271494e+01;8.185003e+00;-5.876243e+00;-5.503473e+00;2.413453e-01;-2.551610e+00;7.332970e-01;-6.846811e+00;1.122754e+02;-3.902947e-01;1.893650e-01;-1.215726e+00;-2.499458e-01;2.517749e-01;2.207165e+00;-9.950079e-01;8.522530e-01;1.984247e+00;1.025026e+00;-1.249063e+00;8.534969e-01;-3.815781e-01;-9.646175e-02;-5.026191e-01;3.345868e-01;8.228162e-01;-1.069456e+00;-1.058010e-01;1.859580e-01;-1.302878e+00;-1.535021e+00;3.053955e-01;5.394182e-01;4.039851e-01;4.777413e-02
'unknown';0.030000;6.212028e+00;1.682355e+01;1.887113e+01;-4.059450e+00;9.528553e+00;7.697542e+00;-2.996534e+00;3.384940e+00;9.140901e+00;1.190863e+01;9.960710e-01;-9.788867e+00;1.116935e+02;-3.857594e-01;-4.113102e-01;-1.460869e-01;6.456408e-01;-2.327871e+00;1.222324e+00;-1.680212e-01;-2.028238e+00;-2.280855e-01;2.757474e+00;4.511744e-01;6.639891e-01;-2.594978e-01;-6.810251e-03;-2.913710e-01;4.747646e-01;6.118034e-01;-3.444178e-01;-4.117579e-01;3.384922e-01;-9.924400e-01;-2.308801e+00;-1.284519e+00;7.311586e-01;5.962926e-02;1.349854e-01
'unknown';0.040000;6.450177e+00;1.911209e+01;1.551145e+01;5.931008e+00;9.822674e+00;1.519330e+01;-5.937944e+00;-6.762308e+00;-3.351606e+00;3.748097e+00;1.332939e+00;4.627974e+00;1.114619e+02;-4.027900e-01;-1.385733e+00;4.449165e-01;6.922621e-01;-1.743942e+00;1.399166e+00;2.128686e+00;-1.093170e+00;-3.607312e+00;3.931440e-01;1.435749e+00;1.591221e+00;-6.260452e-02;-2.875759e-02;-2.817505e-01;3.161688e-01;-2.667574e-01;3.707716e-01;-9.894678e-01;-3.228225e-01;2.318211e-01;-1.080626e+00;-1.593665e+00;5.911609e-01;-7.128325e-01;1.197111e-01
'unknown';0.050000;6.459887e+00;1.747173e+01;1.988999e+01;3.227083e-01;3.054313e+00;1.284174e+01;4.655583e+00;-5.679533e+00;-2.226272e+00;1.602743e+01;9.081110e+00;-7.140504e-01;1.113493e+02;-3.043717e-01;-4.160263e-01;7.096340e-01;1.269780e-01;4.416814e-01;-1.635134e-01;5.017603e-01;-4.886816e-01;-4.717542e+00;-4.544788e+00;1.231802e+00;-1.097477e+00;1.527252e-01;-1.407521e-01;-1.258146e-01;-3.544968e-01;-3.504000e-01;6.377448e-01;-1.572189e+00;-1.904398e+00;6.227525e-01;6.340301e-01;-1.055091e+00;-1.304096e-01;-6.075217e-01;3.938987e-02
'unknown';0.060000;5.512512e+00;1.270857e+01;1.944222e+01;-3.239488e+00;7.232353e+00;1.260874e+01;9.411277e-01;-6.437087e+00;-1.211163e+01;-2.645288e+00;3.869521e+00;-3.428116e+00;1.121345e+02;-5.747765e-01;-1.217029e+00;-6.274223e-02;-1.324402e+00;7.208565e-01;-2.047256e+00;-2.944011e+00;1.241580e+00;-1.174157e+00;-3.292168e+00;1.316427e+00;-1.829932e+00;1.086578e-02;-2.161351e-01;7.801165e-02;-2.177131e-01;1.282370e-01;-1.729941e-01;-1.801426e+00;-1.956982e+00;1.262376e-01;2.037846e+00;8.451988e-01;-7.535107e-02;-1.931050e-01;-6.339578e-02
'unknown';0.070000;5.159002e+00;1.794518e+01;2.045392e+01;1.160688e+00;1.303212e+01;8.172256e+00;-3.927269e+00;7.789211e-01;-1.006679e+01;-7.618614e+00;5.886792e+00;-1.124821e+01;1.121208e+02;-1.003527e+00;-1.124735e+00;-1.664742e+00;-9.802747e-02;-3.715460e-01;-4.915410e+00;-7.153662e+00;-8.185031e-02;1.725487e+00;-6.753225e-01;-1.412126e-01;-6.630431e-01;-9.928360e-02;-5.176479e-02;6.479573e-02;1.719337e-01;2.351260e-01;-1.051055e+00;-8.299814e-01;-5.594229e-02;-7.068971e-01;1.749263e+00;1.890155e+00;-1.962084e-01;6.199697e-01;-1.267579e-01
'unknown';0.080000;4.226737e+00;1.279022e+01;1.491577e+01;-1.109990e+00;8.438052e+00;7.291761e+00;-1.636658e+01;-3.783634e+00;-5.302130e+00;-8.897220e-01;9.512234e+00;7.453907e-01;1.111305e+02;-1.133888e+00;-6.413206e-01;5.435387e-01;1.445950e+00;-2.202299e+00;-5.232014e+00;-3.828511e+00;-6.653975e-01;3.360401e+00;2.684405e+00;1.745501e+00;4.084787e-01;-2.535790e-01;3.819752e-01;5.250709e-01;7.378694e-01;3.207154e-01;-3.927248e-01;3.741366e-01;1.758717e+00;-1.094358e+00;7.744247e-01;1.076776e+00;-9.258402e-01;9.187551e-02;-5.405723e-02
'unknown';0.090000;2.085141e+00;1.180723e+01;1.382950e+01;-1.232178e+00;5.937331e-01;-9.076821e+00;-2.245888e+01;-7.415511e+00;2.996416e+00;1.177303e+01;5.553691e+00;-6.116019e+00;1.113549e+02;-2.836399e-01;-3.799020e-01;1.266162e+00;-8.256783e-02;-3.352015e+00;-2.721041e+00;6.642990e-01;-3.069678e+00;1.761494e+00;1.917700e+00;3.622341e-02;8.831661e-01;-3.488418e-01;6.902341e-01;4.520558e-01;5.313709e-01;-1.779253e-01;8.015709e-01;1.932361e+00;2.222528e+00;-5.759772e-01;-2.151604e-01;1.554990e-03;-1.146365e+00;-1.122577e-01;3.627884e-02
