name;frameTime;pcm_fftMag_mfcc[0];pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_fftMag_mfcc_de[0];pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_fftMag_mfcc_de_de[0];pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12]
'unknown';0.000000;-4.327535e+00;-8.765802e+00;2.597651e+00;1.226734e+01;7.137191e+00;-3.112732e+00;-3.548971e+00;2.081800e+01;1.407128e+01;-6.844090e+00;-1.964053e+01;-1.123738e+00;1.331377e+02;-5.016107e-02;-8.245109e-01;9.242386e-01;9.040887e-01;1.701303e+00;-1.209918e-01;1.266693e+00;-2.217317e+00;4.484251e-01;1.640489e+00;3.618909e+00;9.397548e-01;2.018066e-01;-1.478392e-01;-3.742696e-02;-2.254030e-01;-5.984102e-01;-1.122335e-01;1.212600e-01;6.977918e-01;7.380308e-01;-6.067041e-01;2.938133e-01;4.023261e-01;-4.778644e-02;-7.370865e-02
'unknown';0.010000;-6.510369e+00;-1.495943e+01;3.729995e+00;1.317277e+01;1.166825e+01;-2.806959e+00;-1.052589e+00;1.339592e+01;1.741682e+01;-1.561889e+00;-1.194578e+01;5.956566e+00;1.331785e+02;-4.657842e-01;-1.265604e+00;1.037672e+00;-4.108257e-01;8.024270e-01;2.082094e-01;2.851900e+00;-3.265611e-01;-7.903823e-01;2.941425e+00;5.420502e+00;1.773833e+00;-1.446991e-02;-1.940666e-01;3.918330e-02;-6.226758e-01;-9.515486e-01;-2.844140e-01;8.156061e-02;4.722076e-01;5.663665e-01;-1.207493e+00;2.350767e-01;-3.254442e-01;-7.265105e-01;-9.093765e-02
'unknown';0.020000;-3.486923e+00;-9.791541e+00;6.652672e+00;1.633506e+01;1.337817e+01;-3.870578e+00;1.536305e+00;1.344246e+01;1.464064e+01;-1.282748e+00;-5.393355e+00;3.488403e-02;1.341264e+02;-5.815455e-01;-7.910991e-01;-2.594929e-01;-1.430505e+00;1.589573e+00;3.207075e-01;3.963049e+00;5.274588e-01;-1.965692e+00;2.459087e+00;4.729743e+00;2.837836e-01;-5.859833e-02;-1.020095e-01;1.808700e-01;-8.470910e-01;-1.054366e+00;-4.892332e-01;8.624144e-02;-4.461699e-02;-6.644304e-02;-1.125751e+00;-4.371758e-01;-1.793694e+00;-1.098218e+00;-1.179886e-01
'unknown';0.030000;-7.076762e+00;-1.458095e+01;5.758500e+00;8.179344e+00;8.028835e+00;-1.692763e+00;8.167889e+00;2.287297e+01;9.834693e+00;5.082365e+00;3.383982e-01;7.166116e+00;1.325711e+02;-7.548019e-01;-6.453004e-01;-1.597274e+00;-2.686357e+00;3.350975e-01;6.596164e-02;2.279554e+00;-7.578729e-01;-4.381983e+00;2.406573e+00;1.436271e+00;-2.364812e+00;-1.226791e-01;1.667488e-01;6.636286e-01;-5.151848e-01;-5.079123e-01;-3.295555e-01;8.004651e-02;-4.962445e-01;-5.637792e-01;5.025697e-03;-1.092978e+00;-2.426145e+00;-9.125994e-01;-1.159299e-01
'unknown';0.040000;-6.952066e+00;-1.291054e+01;2.859343e-01;7.611523e+00;1.690476e+01;-2.066293e+00;1.165604e+01;1.871677e+01;8.033888e+00;2.129215e+00;-2.133897e+00;-3.095950e-01;1.331485e+02;-4.156996e-01;-2.303130e-01;-1.993743e+00;-3.229974e+00;-5.111987e-01;3.813393e-01;1.329782e+00;-2.333876e+00;-3.384527e+00;-2.779644e-01;-3.357447e+00;-2.482010e+00;-3.340317e-01;2.903236e-01;6.470653e-01;5.237239e-01;2.803059e-01;-9.456767e-01;-1.290028e-01;-8.924499e-01;1.563766e-01;1.290078e+00;-1.009552e+00;-1.069961e+00;5.764737e-01;-1.274873e-01
'unknown';0.050000;-8.551807e+00;-1.662644e+01;-1.073008e+00;4.102756e+00;1.158045e+01;-3.379293e+00;5.285313e+00;6.969398e+00;-1.189716e+00;8.764996e+00;-6.394152e+00;-5.695254e+00;1.330541e+02;2.850370e-01;1.772146e+00;-6.711272e-01;-2.050653e+00;2.050350e-01;5.781260e-01;1.687311e+00;-1.714790e+00;-5.583610e-02;-1.154938e+00;-2.666629e+00;-1.406267e+00;-4.564026e-01;2.178707e-01;4.817170e-01;8.483937e-01;6.584910e-01;-5.712726e-01;-1.067295e-02;-3.679573e-01;1.384488e+00;2.270722e+00;-5.529898e-01;1.112278e+00;1.716108e+00;-1.414346e-01
'unknown';0.060000;-4.827899e+00;-9.920364e+00;9.970931e-02;2.223485e+00;9.046373e+00;-1.120616e+00;9.626501e+00;9.724866e+00;3.230203e+00;-4.513885e+00;-1.881432e+01;-5.944483e+00;1.322147e+02;3.501529e-01;1.235505e+00;1.896053e+00;-3.468280e-01;-3.073780e+00;-5.803889e-01;-2.030788e-01;1.787801e+00;2.321623e+00;-8.079163e-01;1.431388e+00;2.686879e+00;-5.291733e-01;-1.175978e-01;2.455335e-02;7.419947e-01;8.787342e-01;3.225540e-01;1.926632e-01;-3.970593e-01;1.497442e+00;1.243437e+00;1.000324e-01;2.375792e+00;1.173927e+00;-1.094009e-01
'unknown';0.070000;-6.713661e+00;-7.215313e+00;2.495977e+00;6.200995e-01;1.298321e+01;7.250285e-01;1.761921e+01;1.879498e+01;1.195735e+01;2.629226e+00;-4.654535e+00;2.952226e+00;1.307559e+02;-4.837456e-02;1.030375e+00;6.997960e-01;-8.354754e-01;-1.239975e+00;4.934610e-01;1.206198e+00;4.103726e+00;4.118552e+00;-9.339996e-02;4.603242e+00;3.631281e+00;-7.322815e-01;-3.446224e-01;-5.121468e-01;1.853486e-02;4.743429e-01;8.250604e-01;4.735658e-01;-5.412757e-01;-2.095060e-02;-5.644450e-01;3.201046e-01;1.130692e+00;-1.295713e-02;-1.207871e-02
'unknown';0.080000;-6.120375e+00;-1.143858e+01;7.981707e+00;7.618711e+00;8.344867e-01;-7.020399e+00;4.473693e+00;2.174299e+01;1.306847e+01;1.157519e+00;4.153237e+00;8.801062e+00;1.316517e+02;-8.369827e-01;2.633387e-01;1.030769e+00;5.561083e-01;1.824076e+00;1.386988e+00;-4.149581e-01;2.244076e+00;7.454659e-01;-3.085715e-01;4.886579e+00;8.688517e-01;-7.430969e-01;-3.233588e-01;-2.014372e-01;-2.834512e-01;3.208888e-01;1.616905e+00;8.682574e-01;-6.131143e-02;-1.828250e+00;-1.678553e+00;2.917611e-01;-8.853766e-01;-1.175802e+00;3.257400e-02
'unknown';0.090000;-8.147442e+00;-1.071546e+01;-1.515026e+00;-2.772234e+00;9.486514e+00;2.037903e+00;1.389270e+01;2.147897e+01;1.448391e+01;5.462294e+00;5.138281e+00;5.088380e+00;1.296742e+02;-8.445072e-01;-3.025053e-01;-1.458109e-01;-1.304063e-01;1.881409e+00;1.962267e+00;-9.131276e-01;-2.047680e+00;-2.089983e+00;1.959128e-01;1.259238e+00;-5.620386e-01;-4.098343e-01;-3.320961e-02;-1.209881e-01;2.288914e-01;6.735268e-01;6.679126e-01;5.411513e-01;-4.476103e-01;-2.047533e+00;-1.276974e+00;4.055206e-01;-1.794987e+00;-8.989444e-01;1.698154e-01
'unknown';0.100000;-8.295921e+00;-6.853600e+00;7.259057e+00;6.700194e+00;1.991510e+01;5.157885e+00;9.414965e+00;1.960325e+01;5.694254e+00;-7.473277e+00;7.221721e-01;-2.668302e+00;1.290401e+02;-8.685749e-01;8.947591e-01;9.016004e-01;9.050813e-01;3.450055e+00;3.026496e+00;5.500266e-01;-4.277746e+00;-2.966876e+00;5.062329e-01;-1.323492e+00;-1.095470e+00;-5.275269e-01;2.327289e-01;-1.231360e-01;2.239242e-01;2.411178e-01;-4.908663e-01;2.348256e-01;-2.173980e-01;-7.429904e-01;4.285826e-01;9.509670e-01;-1.183349e+00;-1.525314e-01;2.120822e-01
